Topics,Year,Start date,End date,Location,Category type,Category,Form,N part,N Female,1,2,3,4,5,6,NA,"total
 (Rel)",%Rel,1,2,3,4,5,6,NA,total (Impr),%Impr,,,,
Management Seminar for Heads of NSOs,2025,12/02/2025,12/03/2025,Chiba,Regional,management,F,40,19,,,,,12,27,,39,100%,,,,,12,27,,39,100%,,,,
Inception Workshop on SEEA-Related Indicators for the Global Biodiversity Framework (GBF),2025,12/16/2025,12/19/2025,Jakarta,Country,Country,F ,70,34,,,,,,,,,,,,,,,,,,,,,,
E-learning Energy statistics and balances,2026,1/19/2026,03/06/2026,-,E-learn,Envi,EL,150,95,,,,,,,,,,,,,,,,,,,,,,
Training on Supply and Use Tables,2026,03/02/2026,03/05/2026,Kiribati,Country,Country,F,13,12,,,,,3,9,,12,100%,,,1,1,3,7,,12,83%,,,,
Increasing engagement around data and statistics- identifying and responding to user needs ,2026,2/16/2026,3/20/2026,-,E-learn,methodology,EL,645,359,37,3,16,34,154,402,,646,86%,30,2,13,31,204,366,,646,88%,,,,
"IMF – Singapore Regional Training Institute, Macro-relevant Environment and Climate Change Statistics",2026,03/02/2026,03/06/2026,Singapore,Regional,Envi,F ,28,14,,,,,,,,,,,,,,,,,,,,,,
Data Science for Official Statistics-Paro,2026,3/23/2025,3/27/2025,Paro,Country,methodology,F,29,12,0,0,0,1,10,17,,28,96%,0,0,0,4,11,13,,28,86%,,,,
Webinar on the Global Consultation on Guidance Notes for the SEEA Central Framework Update,2026,04/01/2026,04/01/2026,-,Webinar,Envi,W,89,42,,,,,,,,,,,,,,,,,,,,,,
Digitalization on the 2025 System of National Accounts,2026,3/17/2026,04/07/2026,-,Webinar,NA,W,271,172,0,0,1,1,12,4,,18,89%,0,0,0,5,12,1,,18,72%,,,,
Enhancing Statistical Leadership for Heads of NSOs,2026,05/06/2026,05/08/2026,Ankara,Regional,management,F ,13,2,,,,,3,8,,11,100%,,,,,3,8,,11,100%,,,,
